transaction_id,user_id,payee,amount,date,day_of_week,category,family_size,has_children,payee_norm,label
txn_0000705,user_0007,MORTGAGE PAYMENT,3234.07,09-04-2024,Tuesday,Rent / Mortgage,2,0,MORTGAGE PAYMENT,20
txn_0000706,user_0007,WELLS FARGO MTG,646.6,13-06-2024,Thursday,Rent / Mortgage,2,0,WELLS FARGO MTG,20
txn_0000707,user_0007,DOLLAR TREE #24972,48.58,11-05-2024,Saturday,Household Supplies,2,0,DOLLAR TREE,11
txn_0000708,user_0007,WALMART #6766,31.71,21-05-2024,Tuesday,Household Supplies,2,0,WALMART,11
txn_0000709,user_0007,CONTAINER STORE,23.4,02-06-2024,Sunday,Household Supplies,2,0,CONTAINER STORE,11
txn_0000710,user_0007,DOLLAR GENERAL #90918,79.07,16-06-2024,Sunday,Household Supplies,2,0,DOLLAR GENERAL,11
txn_0000711,user_0007,TARGET #5873,77.24,21-06-2024,Friday,Household Supplies,2,0,TARGET,11
txn_0000712,user_0007,CITY TAX OFFICE,416.67,18-06-2024,Tuesday,Property Tax,2,0,CITY TAX OFFICE,17
txn_0000713,user_0008,ALDI,124.72,19-01-2024,Friday,Groceries,3,1,ALDI,7
txn_0000714,user_0008,HEB #3258,77.34,17-02-2024,Saturday,Groceries,3,1,HEB,7
txn_0000715,user_0008,HEB #7286,67.49,19-02-2024,Monday,Groceries,3,1,HEB,7
txn_0000716,user_0008,ALDI,51.44,06-03-2024,Wednesday,Groceries,3,1,ALDI,7
txn_0000717,user_0008,KROGER #8973,112.34,29-03-2024,Friday,Groceries,3,1,KROGER,7
txn_0000718,user_0008,OLIVE GARDEN #9056,47.77,02-01-2024,Tuesday,Dining Out,3,1,OLIVE GARDEN,4
txn_0000719,user_0008,DOORDASH*ZPGU2H,51.3,07-01-2024,Sunday,Dining Out,3,1,DOORDASH,4
txn_0000720,user_0008,MCDONALDS #46025,48.36,19-02-2024,Monday,Dining Out,3,1,MCDONALDS,4
txn_0000721,user_0008,CHICK-FIL-A #9808,69.99,27-02-2024,Tuesday,Dining Out,3,1,CHICK-FIL-A,4
txn_0000722,user_0008,SUBWAY #32047,42.85,04-03-2024,Monday,Dining Out,3,1,SUBWAY,4
txn_0000723,user_0008,DUNKIN #69942,23.76,05-03-2024,Tuesday,Dining Out,3,1,DUNKIN,4
txn_0000724,user_0008,PIZZA HUT #9115,2.38,12-03-2024,Tuesday,Dining Out,3,1,PIZZA HUT,4
txn_0000725,user_0008,DOMINOS #9369,0.24,20-03-2024,Wednesday,Dining Out,3,1,DOMINOS,4
txn_0000726,user_0008,STARBUCKS #85066,0.03,24-03-2024,Sunday,Dining Out,3,1,STARBUCKS,4
txn_0000727,user_0008,CITY WATER DEPT,90.48,06-01-2024,Saturday,Utilities,3,1,CITY WATER DEPT,26
txn_0000728,user_0008,NATIONAL GRID,336.34,16-02-2024,Friday,Utilities,3,1,NATIONAL GRID,26
txn_0000729,user_0008,DOMINION ENERGY,231.46,26-02-2024,Monday,Utilities,3,1,DOMINION ENERGY,26
txn_0000730,user_0008,PG&E,25.72,10-03-2024,Sunday,Utilities,3,1,PG&E,26
txn_0000731,user_0008,VERIZON*WIRELESS,162.48,05-01-2024,Friday,Phone & Internet,3,1,VERIZON,16
txn_0000732,user_0008,MINT MOBILE,147.66,03-02-2024,Saturday,Phone & Internet,3,1,MINT MOBILE,16
txn_0000733,user_0008,VERIZON*WIRELESS,74.56,14-02-2024,Wednesday,Phone & Internet,3,1,VERIZON,16
txn_0000734,user_0008,COMCAST XFINITY,26.3,27-02-2024,Tuesday,Phone & Internet,3,1,COMCAST XFINITY,16
txn_0000735,user_0008,SPEEDWAY #8405,42.47,08-01-2024,Monday,Transport,3,1,SPEEDWAY,24
txn_0000736,user_0008,EXXON MOBIL 95044078,88.91,13-01-2024,Saturday,Transport,3,1,EXXON MOBIL,24
txn_0000737,user_0008,EXXON MOBIL 64069715,84.64,17-01-2024,Wednesday,Transport,3,1,EXXON MOBIL,24
txn_0000738,user_0008,SUNOCO #828449,99.77,18-01-2024,Thursday,Transport,3,1,SUNOCO,24
txn_0000739,user_0008,CIRCLE K #69597,77.7,19-01-2024,Friday,Transport,3,1,CIRCLE K,24
txn_0000740,user_0008,VALVOLINE #6362,61.68,01-02-2024,Thursday,Transport,3,1,VALVOLINE,24
txn_0000741,user_0008,SHELL OIL 22501261,78.22,04-02-2024,Sunday,Transport,3,1,SHELL OIL,24
txn_0000742,user_0008,VALVOLINE #6869,93.07,05-02-2024,Monday,Transport,3,1,VALVOLINE,24
txn_0000743,user_0008,EXXON MOBIL 81729237,95.59,11-02-2024,Sunday,Transport,3,1,EXXON MOBIL,24
txn_0000744,user_0008,SPEEDWAY #4568,94.88,20-02-2024,Tuesday,Transport,3,1,SPEEDWAY,24
txn_0000745,user_0008,SPEEDWAY #4470,74.17,22-02-2024,Thursday,Transport,3,1,SPEEDWAY,24
txn_0000746,user_0008,VALVOLINE #5399,70.84,04-03-2024,Monday,Transport,3,1,VALVOLINE,24
txn_0000747,user_0008,CIRCLE K #47171,76.52,06-03-2024,Wednesday,Transport,3,1,CIRCLE K,24
txn_0000748,user_0008,CIRCLE K #81737,32.89,21-03-2024,Thursday,Transport,3,1,CIRCLE K,24
txn_0000749,user_0008,BP #693643,3.29,25-03-2024,Monday,Transport,3,1,BP,24
txn_0000750,user_0008,VALVOLINE #6631,0.33,27-03-2024,Wednesday,Transport,3,1,VALVOLINE,24
txn_0000751,user_0008,SHELL OIL 16166355,0.03,27-03-2024,Wednesday,Transport,3,1,SHELL OIL,24
txn_0000752,user_0008,GEICO INSURANCE,109.79,03-01-2024,Wednesday,Vehicle Insurance,3,1,GEICO INSURANCE,27
txn_0000753,user_0008,ALLSTATE INS,451.94,16-01-2024,Tuesday,Vehicle Insurance,3,1,ALLSTATE INS,27
txn_0000754,user_0008,ALLSTATE INS,188.27,28-02-2024,Wednesday,Vehicle Insurance,3,1,ALLSTATE INS,27
txn_0000755,user_0008,KAISER PERMANENTE,10.0,01-01-2024,Monday,Healthcare,3,1,KAISER PERMANENTE,9
txn_0000756,user_0008,KAISER HEALTH,551.0,26-01-2024,Friday,Health Insurance,3,1,KAISER HEALTH,8
txn_0000757,user_0008,AMC THEATRES #1132,102.67,01-01-2024,Monday,Entertainment,3,1,AMC THEATRES,6
txn_0000758,user_0008,LIVE NATION,99.86,13-01-2024,Saturday,Entertainment,3,1,LIVE NATION,6
txn_0000759,user_0008,REGAL CINEMAS #7919,40.09,17-01-2024,Wednesday,Entertainment,3,1,REGAL CINEMAS,6
txn_0000760,user_0008,BOWLERO #589,99.07,28-01-2024,Sunday,Entertainment,3,1,BOWLERO,6
txn_0000761,user_0008,REGAL CINEMAS #4751,99.29,29-01-2024,Monday,Entertainment,3,1,REGAL CINEMAS,6
txn_0000762,user_0008,TICKETMASTER,18.61,30-01-2024,Tuesday,Entertainment,3,1,TICKETMASTER,6
txn_0000763,user_0008,REGAL CINEMAS #2678,46.12,24-02-2024,Saturday,Entertainment,3,1,REGAL CINEMAS,6
txn_0000764,user_0008,REGAL CINEMAS #6133,17.49,26-02-2024,Monday,Entertainment,3,1,REGAL CINEMAS,6
txn_0000765,user_0008,LIVE NATION,77.44,07-03-2024,Thursday,Entertainment,3,1,LIVE NATION,6
txn_0000766,user_0008,TOPGOLF #240,8.42,16-03-2024,Saturday,Entertainment,3,1,TOPGOLF,6
txn_0000767,user_0008,TICKETMASTER,0.84,25-03-2024,Monday,Entertainment,3,1,TICKETMASTER,6
txn_0000768,user_0008,BOWLERO #756,0.08,28-03-2024,Thursday,Entertainment,3,1,BOWLERO,6
txn_0000769,user_0008,BOWLERO #170,0.01,30-03-2024,Saturday,Entertainment,3,1,BOWLERO,6
txn_0000770,user_0008,NETFLIX.COM,17.67,11-01-2024,Thursday,Streaming,3,1,NETFLIX.COM,22
txn_0000771,user_0008,HBO MAX,6.19,18-01-2024,Thursday,Streaming,3,1,HBO MAX,22
txn_0000772,user_0008,DISNEY PLUS,20.3,01-02-2024,Thursday,Streaming,3,1,DISNEY PLUS,22
txn_0000773,user_0008,PARAMOUNT PLUS,15.68,01-02-2024,Thursday,Streaming,3,1,PARAMOUNT PLUS,22
txn_0000774,user_0008,YOUTUBE PREMIUM,21.89,05-02-2024,Monday,Streaming,3,1,YOUTUBE PREMIUM,22
txn_0000775,user_0008,PARAMOUNT PLUS,19.82,06-02-2024,Tuesday,Streaming,3,1,PARAMOUNT PLUS,22
txn_0000776,user_0008,DISNEY PLUS,9.33,10-02-2024,Saturday,Streaming,3,1,DISNEY PLUS,22
txn_0000777,user_0008,AMAZON PRIME,15.06,14-02-2024,Wednesday,Streaming,3,1,AMAZON PRIME,22
txn_0000778,user_0008,HBO MAX,21.1,19-02-2024,Monday,Streaming,3,1,HBO MAX,22
txn_0000779,user_0008,NETFLIX.COM,24.92,24-02-2024,Saturday,Streaming,3,1,NETFLIX.COM,22
txn_0000780,user_0008,DISNEY PLUS,7.91,11-03-2024,Monday,Streaming,3,1,DISNEY PLUS,22
txn_0000781,user_0008,PEACOCK TV,8.21,17-03-2024,Sunday,Streaming,3,1,PEACOCK TV,22
txn_0000782,user_0008,AMAZON PRIME,22.55,18-03-2024,Monday,Streaming,3,1,AMAZON PRIME,22
txn_0000783,user_0008,SPOTIFY USA,14.73,23-03-2024,Saturday,Streaming,3,1,SPOTIFY USA,22
txn_0000784,user_0008,DISNEY PLUS,1.64,29-03-2024,Friday,Streaming,3,1,DISNEY PLUS,22
txn_0000785,user_0008,H&M #2163,100.0,04-03-2024,Monday,Clothing,3,1,H&M,3
txn_0000786,user_0008,CHEWY.COM,82.45,02-01-2024,Tuesday,Pets,3,1,CHEWY.COM,15
txn_0000787,user_0008,PETCO #1652,137.28,03-01-2024,Wednesday,Pets,3,1,PETCO,15
txn_0000788,user_0008,PETSMART #7520,138.4,09-01-2024,Tuesday,Pets,3,1,PETSMART,15
txn_0000789,user_0008,VCA ANIMAL HOSP,131.94,10-01-2024,Wednesday,Pets,3,1,VCA ANIMAL HOSP,15
txn_0000790,user_0008,CHEWY.COM,34.1,16-02-2024,Friday,Pets,3,1,CHEWY.COM,15
txn_0000791,user_0008,PETLAND #829,23.25,01-03-2024,Friday,Pets,3,1,PETLAND,15
txn_0000792,user_0008,VCA ANIMAL HOSP,2.32,10-03-2024,Sunday,Pets,3,1,VCA ANIMAL HOSP,15
txn_0000793,user_0008,BANFIELD PET HOSP,0.26,16-03-2024,Saturday,Pets,3,1,BANFIELD PET HOSP,15
txn_0000794,user_0008,BINNY BEVERAGES,4.33,24-02-2024,Saturday,Alcohol,3,1,BINNY BEVERAGES,0
txn_0000795,user_0008,SEPHORA #3501,40.96,09-03-2024,Saturday,Personal Care,3,1,SEPHORA,14
txn_0000796,user_0008,SPORT CLIPS #2369,59.04,22-03-2024,Friday,Personal Care,3,1,SPORT CLIPS,14
txn_0000797,user_0008,METLIFE INS,150.86,20-01-2024,Saturday,Insurance,3,1,METLIFE INS,12
txn_0000798,user_0008,PRUDENTIAL INS,229.41,27-01-2024,Saturday,Insurance,3,1,PRUDENTIAL INS,12
txn_0000799,user_0008,NEW YORK LIFE,117.7,09-03-2024,Saturday,Insurance,3,1,NEW YORK LIFE,12
txn_0000800,user_0008,CHARLES SCHWAB,448.17,09-01-2024,Tuesday,Savings,3,1,CHARLES SCHWAB,21
txn_0000801,user_0008,ROBINHOOD,49.8,24-03-2024,Sunday,Savings,3,1,ROBINHOOD,21
txn_0000802,user_0008,WMATA SMARTRIP,20.06,08-01-2024,Monday,Public Transit,3,1,WMATA SMARTRIP,18
txn_0000803,user_0008,CTA VENTRA,40.18,09-02-2024,Friday,Public Transit,3,1,CTA VENTRA,18
txn_0000804,user_0008,MTA*METROCARD,12.31,26-02-2024,Monday,Public Transit,3,1,MTA,18
txn_0000805,user_0008,WMATA SMARTRIP,6.7,18-03-2024,Monday,Public Transit,3,1,WMATA SMARTRIP,18
txn_0000806,user_0008,MTA*METROCARD,0.74,19-03-2024,Tuesday,Public Transit,3,1,MTA,18
txn_0000807,user_0008,UNITED AIRLINES,80.0,21-01-2024,Sunday,Travel,3,1,UNITED AIRLINES,25
txn_0000808,user_0008,DOCTORS W/O BRDRS,150.0,07-03-2024,Thursday,Charitable Giving,3,1,DOCTORS W/O BRDRS,1
txn_0000809,user_0008,QUICKEN LOANS,583.33,22-01-2024,Monday,Rent / Mortgage,3,1,QUICKEN LOANS,20
txn_0000810,user_0008,CONTAINER STORE,24.69,16-01-2024,Tuesday,Household Supplies,3,1,CONTAINER STORE,11
txn_0000811,user_0008,AMAZON.COM*MPSJ9W,65.31,04-02-2024,Sunday,Household Supplies,3,1,AMAZON.COM,11
txn_0000812,user_0008,NEW YORK TIMES,15.0,04-03-2024,Monday,Reading,3,1,NEW YORK TIMES,19
txn_0000813,user_0008,PROPERTY TAX PMT,583.33,06-03-2024,Wednesday,Property Tax,3,1,PROPERTY TAX PMT,17
txn_0000814,user_0008,GOOGLE*SERVICES,10.0,08-01-2024,Monday,Other,3,1,GOOGLE,13
txn_0000815,user_0009,MCDONALDS #33507,31.43,05-04-2024,Friday,Dining Out,2,1,MCDONALDS,4
txn_0000816,user_0009,CHICK-FIL-A #9450,24.56,16-04-2024,Tuesday,Dining Out,2,1,CHICK-FIL-A,4
txn_0000817,user_0009,MCDONALDS #62550,15.28,20-04-2024,Saturday,Dining Out,2,1,MCDONALDS,4
txn_0000818,user_0009,STARBUCKS #70960,44.01,23-04-2024,Tuesday,Dining Out,2,1,STARBUCKS,4
txn_0000819,user_0009,SUBWAY #50723,53.09,05-05-2024,Sunday,Dining Out,2,1,SUBWAY,4
txn_0000820,user_0009,PANERA BREAD #2415,22.93,11-05-2024,Saturday,Dining Out,2,1,PANERA BREAD,4
txn_0000821,user_0009,DOMINOS #8483,40.04,13-05-2024,Monday,Dining Out,2,1,DOMINOS,4
txn_0000822,user_0009,MCDONALDS #58354,11.69,18-05-2024,Saturday,Dining Out,2,1,MCDONALDS,4
txn_0000823,user_0009,CHICK-FIL-A #5777,61.64,04-06-2024,Tuesday,Dining Out,2,1,CHICK-FIL-A,4
txn_0000824,user_0009,PIZZA HUT #5979,23.92,10-06-2024,Monday,Dining Out,2,1,PIZZA HUT,4
txn_0000825,user_0009,APPLEBEES #4974,37.78,13-06-2024,Thursday,Dining Out,2,1,APPLEBEES,4
txn_0000826,user_0009,UBER EATS*N8910T,32.36,23-06-2024,Sunday,Dining Out,2,1,UBER EATS,4
txn_0000827,user_0009,DUNKIN #42129,34.6,26-06-2024,Wednesday,Dining Out,2,1,DUNKIN,4
txn_0000828,user_0009,CON EDISON,104.01,04-04-2024,Thursday,Utilities,2,1,CON EDISON,26
txn_0000829,user_0009,XCEL ENERGY,365.39,30-04-2024,Tuesday,Utilities,2,1,XCEL ENERGY,26
txn_0000830,user_0009,CON EDISON,40.6,09-06-2024,Sunday,Utilities,2,1,CON EDISON,26
txn_0000831,user_0009,MINT MOBILE,166.61,15-04-2024,Monday,Phone & Internet,2,1,MINT MOBILE,16
txn_0000832,user_0009,AT&T*BILL,97.73,01-05-2024,Wednesday,Phone & Internet,2,1,AT&T,16
txn_0000833,user_0009,T-MOBILE*AUTO PAY,82.49,10-05-2024,Friday,Phone & Internet,2,1,T-MOBILE PAY,16
txn_0000834,user_0009,SPECTRUM*22485824,9.17,24-05-2024,Friday,Phone & Internet,2,1,SPECTRUM,16
txn_0000835,user_0009,EXXON MOBIL 89442904,27.86,11-04-2024,Thursday,Transport,2,1,EXXON MOBIL,24
txn_0000836,user_0009,SHELL OIL 68382413,44.37,13-04-2024,Saturday,Transport,2,1,SHELL OIL,24
txn_0000837,user_0009,BP #348273,98.4,18-04-2024,Thursday,Transport,2,1,BP,24
txn_0000838,user_0009,SUNOCO #373668,60.35,21-05-2024,Tuesday,Transport,2,1,SUNOCO,24
txn_0000839,user_0009,CIRCLE K #61505,102.81,04-06-2024,Tuesday,Transport,2,1,CIRCLE K,24
txn_0000840,user_0009,CIRCLE K #51688,59.59,14-06-2024,Friday,Transport,2,1,CIRCLE K,24
txn_0000841,user_0009,VALVOLINE #5455,6.62,21-06-2024,Friday,Transport,2,1,VALVOLINE,24
txn_0000842,user_0009,FORD MOTOR CREDIT,98.0,30-04-2024,Tuesday,Vehicle Payment,2,1,FORD MOTOR CREDIT,28
txn_0000843,user_0009,HUMANA INSURANCE,1063.55,15-04-2024,Monday,Health Insurance,2,1,HUMANA INSURANCE,8
txn_0000844,user_0009,HUMANA INSURANCE,256.11,22-04-2024,Monday,Health Insurance,2,1,HUMANA INSURANCE,8
txn_0000845,user_0009,CIGNA HEALTH,78.34,14-06-2024,Friday,Health Insurance,2,1,CIGNA HEALTH,8
txn_0000846,user_0009,STUBHUB,50.87,27-04-2024,Saturday,Entertainment,2,1,STUBHUB,6
txn_0000847,user_0009,TOPGOLF #972,64.2,10-05-2024,Friday,Entertainment,2,1,TOPGOLF,6
txn_0000848,user_0009,REGAL CINEMAS #2481,30.93,28-05-2024,Tuesday,Entertainment,2,1,REGAL CINEMAS,6
txn_0000849,user_0009,DISNEY PLUS,9.47,02-04-2024,Tuesday,Streaming,2,1,DISNEY PLUS,22
txn_0000850,user_0009,HULU,21.09,04-04-2024,Thursday,Streaming,2,1,HULU,22
txn_0000851,user_0009,DISNEY PLUS,24.18,08-04-2024,Monday,Streaming,2,1,DISNEY PLUS,22
txn_0000852,user_0009,AMAZON PRIME,21.33,13-04-2024,Saturday,Streaming,2,1,AMAZON PRIME,22
txn_0000853,user_0009,APPLE.COM/BILL,6.89,14-04-2024,Sunday,Streaming,2,1,APPLE.COM/BILL,22
txn_0000854,user_0009,SPOTIFY USA,24.39,16-04-2024,Tuesday,Streaming,2,1,SPOTIFY USA,22
txn_0000855,user_0009,YOUTUBE PREMIUM,13.21,18-04-2024,Thursday,Streaming,2,1,YOUTUBE PREMIUM,22
txn_0000856,user_0009,YOUTUBE PREMIUM,8.01,23-04-2024,Tuesday,Streaming,2,1,YOUTUBE PREMIUM,22
txn_0000857,user_0009,HBO MAX,11.46,02-05-2024,Thursday,Streaming,2,1,HBO MAX,22
txn_0000858,user_0009,SPOTIFY USA,13.83,22-05-2024,Wednesday,Streaming,2,1,SPOTIFY USA,22
txn_0000859,user_0009,NETFLIX.COM,17.3,28-05-2024,Tuesday,Streaming,2,1,NETFLIX.COM,22
txn_0000860,user_0009,SPOTIFY USA,20.9,30-05-2024,Thursday,Streaming,2,1,SPOTIFY USA,22
txn_0000861,user_0009,DISNEY PLUS,11.72,10-06-2024,Monday,Streaming,2,1,DISNEY PLUS,22
txn_0000862,user_0009,PEACOCK TV,2.22,11-06-2024,Tuesday,Streaming,2,1,PEACOCK TV,22
txn_0000863,user_0009,TARGET #6432,66.67,17-04-2024,Wednesday,Clothing,2,1,TARGET,3
txn_0000864,user_0009,PETSMART #8552,50.0,16-04-2024,Tuesday,Pets,2,1,PETSMART,15
txn_0000865,user_0009,TOTAL WINE #491,17.06,21-05-2024,Tuesday,Alcohol,2,1,TOTAL WINE,0
txn_0000866,user_0009,BINNY BEVERAGES,101.65,26-05-2024,Sunday,Alcohol,2,1,BINNY BEVERAGES,0
txn_0000867,user_0009,DRIZLY*ORDER,11.29,03-06-2024,Monday,Alcohol,2,1,DRIZLY,0
txn_0000868,user_0009,SPORT CLIPS #8307,24.44,28-04-2024,Sunday,Personal Care,2,1,SPORT CLIPS,14
txn_0000869,user_0009,SUPERCUTS #1567,42.23,06-05-2024,Monday,Personal Care,2,1,SUPERCUTS,14
txn_0000870,user_0009,HOME DEPOT #2437,441.45,23-05-2024,Thursday,Home Improvement,2,1,HOME DEPOT,10
txn_0000871,user_0009,TRUE VALUE #7275,443.37,01-06-2024,Saturday,Home Improvement,2,1,TRUE VALUE,10
txn_0000872,user_0009,MENARDS #7868,283.66,03-06-2024,Monday,Home Improvement,2,1,MENARDS,10
txn_0000873,user_0009,ACE HARDWARE #9614,31.52,10-06-2024,Monday,Home Improvement,2,1,ACE HARDWARE,10
txn_0000874,user_0009,METLIFE INS,127.17,15-05-2024,Wednesday,Insurance,2,1,METLIFE INS,12
txn_0000875,user_0009,PRUDENTIAL INS,417.69,16-05-2024,Thursday,Insurance,2,1,PRUDENTIAL INS,12
txn_0000876,user_0009,METLIFE INS,242.03,01-06-2024,Saturday,Insurance,2,1,METLIFE INS,12
txn_0000877,user_0009,STATE FARM LIFE,37.62,04-06-2024,Tuesday,Insurance,2,1,STATE FARM LIFE,12
txn_0000878,user_0009,ALLSTATE LIFE,127.25,09-06-2024,Sunday,Insurance,2,1,ALLSTATE LIFE,12
txn_0000879,user_0009,METLIFE INS,14.14,12-06-2024,Wednesday,Insurance,2,1,METLIFE INS,12
txn_0000880,user_0009,FIDELITY INVEST,442.15,04-04-2024,Thursday,Savings,2,1,FIDELITY INVEST,21
txn_0000881,user_0009,BETTERMENT,115.75,06-05-2024,Monday,Savings,2,1,BETTERMENT,21
txn_0000882,user_0009,SALVATION ARMY,153.89,30-04-2024,Tuesday,Charitable Giving,2,1,SALVATION ARMY,1
txn_0000883,user_0009,UNITED WAY,46.11,14-06-2024,Friday,Charitable Giving,2,1,UNITED WAY,1
txn_0000884,user_0009,QUICKEN LOANS,1266.64,23-04-2024,Tuesday,Rent / Mortgage,2,1,QUICKEN LOANS,20
txn_0000885,user_0009,QUICKEN LOANS,1240.5,23-04-2024,Tuesday,Rent / Mortgage,2,1,QUICKEN LOANS,20
txn_0000886,user_0009,RENT PAYMENT,2381.39,29-04-2024,Monday,Rent / Mortgage,2,1,RENT PAYMENT,20
txn_0000887,user_0009,QUICKEN LOANS,3385.83,01-05-2024,Wednesday,Rent / Mortgage,2,1,QUICKEN LOANS,20
txn_0000888,user_0009,WELLS FARGO MTG,2973.28,16-05-2024,Thursday,Rent / Mortgage,2,1,WELLS FARGO MTG,20
txn_0000889,user_0009,CHASE MORTGAGE,297.33,20-05-2024,Monday,Rent / Mortgage,2,1,CHASE MORTGAGE,20
txn_0000890,user_0009,LANDLORD PAYMENT,33.04,13-06-2024,Thursday,Rent / Mortgage,2,1,LANDLORD PAYMENT,20
txn_0000891,user_0009,TARGET #3137,66.21,01-04-2024,Monday,Household Supplies,2,1,TARGET,11
txn_0000892,user_0009,WALMART #3907,29.56,03-04-2024,Wednesday,Household Supplies,2,1,WALMART,11
txn_0000893,user_0009,CONTAINER STORE,15.8,13-05-2024,Monday,Household Supplies,2,1,CONTAINER STORE,11
txn_0000894,user_0009,CONTAINER STORE,17.62,01-06-2024,Saturday,Household Supplies,2,1,CONTAINER STORE,11
txn_0000895,user_0009,CONTAINER STORE,72.17,07-06-2024,Friday,Household Supplies,2,1,CONTAINER STORE,11
txn_0000896,user_0009,WALMART #1975,118.64,18-06-2024,Tuesday,Household Supplies,2,1,WALMART,11
txn_0000897,user_0009,COUNTY TAX PYMNT,600.0,03-04-2024,Wednesday,Property Tax,2,1,COUNTY TAX PYMNT,17
txn_0000898,user_0010,PUBLIX #5944,138.22,13-04-2024,Saturday,Groceries,3,0,PUBLIX,7
txn_0000899,user_0010,PUBLIX #3235,147.74,18-05-2024,Saturday,Groceries,3,0,PUBLIX,7
txn_0000900,user_0010,KROGER #8157,117.04,21-05-2024,Tuesday,Groceries,3,0,KROGER,7
txn_0000901,user_0010,WEGMANS #8982,11.7,15-06-2024,Saturday,Groceries,3,0,WEGMANS,7
txn_0000902,user_0010,WEGMANS #6198,1.3,24-06-2024,Monday,Groceries,3,0,WEGMANS,7
txn_0000903,user_0010,PANERA BREAD #6234,19.63,05-04-2024,Friday,Dining Out,3,0,PANERA BREAD,4
txn_0000904,user_0010,CHIPOTLE #2453,68.09,10-04-2024,Wednesday,Dining Out,3,0,CHIPOTLE,4
txn_0000905,user_0010,APPLEBEES #6500,51.31,14-04-2024,Sunday,Dining Out,3,0,APPLEBEES,4
txn_0000906,user_0010,UBER EATS*AHYM2Z,65.66,19-04-2024,Friday,Dining Out,3,0,UBER EATS,4
txn_0000907,user_0010,MCDONALDS #60585,57.01,24-04-2024,Wednesday,Dining Out,3,0,MCDONALDS,4
txn_0000908,user_0010,UBER EATS*085RNT,22.62,29-04-2024,Monday,Dining Out,3,0,UBER EATS,4
txn_0000909,user_0010,STARBUCKS #72847,44.93,01-05-2024,Wednesday,Dining Out,3,0,STARBUCKS,4
txn_0000910,user_0010,DUNKIN #85766,19.7,11-05-2024,Saturday,Dining Out,3,0,DUNKIN,4
txn_0000911,user_0010,OLIVE GARDEN #4695,27.72,13-05-2024,Monday,Dining Out,3,0,OLIVE GARDEN,4
txn_0000912,user_0010,CHIPOTLE #8393,51.0,21-05-2024,Tuesday,Dining Out,3,0,CHIPOTLE,4
txn_0000913,user_0010,STARBUCKS #14379,16.77,12-06-2024,Wednesday,Dining Out,3,0,STARBUCKS,4
txn_0000914,user_0010,SUBWAY #12631,48.5,12-06-2024,Wednesday,Dining Out,3,0,SUBWAY,4
txn_0000915,user_0010,PANERA BREAD #5278,4.85,17-06-2024,Monday,Dining Out,3,0,PANERA BREAD,4
txn_0000916,user_0010,STARBUCKS #19725,0.49,18-06-2024,Tuesday,Dining Out,3,0,STARBUCKS,4
txn_0000917,user_0010,PANERA BREAD #3787,0.05,21-06-2024,Friday,Dining Out,3,0,PANERA BREAD,4
txn_0000918,user_0010,PG&E,324.0,21-04-2024,Sunday,Utilities,3,0,PG&E,26
txn_0000919,user_0010,XCEL ENERGY,36.0,10-06-2024,Monday,Utilities,3,0,XCEL ENERGY,26
txn_0000920,user_0010,COMCAST XFINITY,136.93,13-04-2024,Saturday,Phone & Internet,3,0,COMCAST XFINITY,16
txn_0000921,user_0010,GOOGLE FI,140.46,27-04-2024,Saturday,Phone & Internet,3,0,GOOGLE FI,16
txn_0000922,user_0010,SPECTRUM*98663948,116.89,13-05-2024,Monday,Phone & Internet,3,0,SPECTRUM,16
txn_0000923,user_0010,SPECTRUM*49916439,35.58,27-05-2024,Monday,Phone & Internet,3,0,SPECTRUM,16
txn_0000924,user_0010,COMCAST XFINITY,70.14,24-06-2024,Monday,Phone & Internet,3,0,COMCAST XFINITY,16
txn_0000925,user_0010,EXXON MOBIL 49533757,32.44,01-04-2024,Monday,Transport,3,0,EXXON MOBIL,24
txn_0000926,user_0010,VALVOLINE #4271,58.58,17-05-2024,Friday,Transport,3,0,VALVOLINE,24
txn_0000927,user_0010,EXXON MOBIL 13454186,72.37,25-05-2024,Saturday,Transport,3,0,EXXON MOBIL,24
txn_0000928,user_0010,CHEVRON #279130,76.61,03-06-2024,Monday,Transport,3,0,CHEVRON,24
txn_0000929,user_0010,NISSAN MOTOR ACC,31.0,21-06-2024,Friday,Vehicle Payment,3,0,NISSAN MOTOR ACC,28
txn_0000930,user_0010,HUMANA INSURANCE,76.0,11-04-2024,Thursday,Health Insurance,3,0,HUMANA INSURANCE,8
txn_0000931,user_0010,STUBHUB,75.6,10-05-2024,Friday,Entertainment,3,0,STUBHUB,6
txn_0000932,user_0010,STUBHUB,8.4,21-05-2024,Tuesday,Entertainment,3,0,STUBHUB,6
txn_0000933,user_0010,PEACOCK TV,25.69,06-04-2024,Saturday,Streaming,3,0,PEACOCK TV,22
txn_0000934,user_0010,PEACOCK TV,11.83,04-05-2024,Saturday,Streaming,3,0,PEACOCK TV,22
txn_0000935,user_0010,HBO MAX,20.12,18-05-2024,Saturday,Streaming,3,0,HBO MAX,22
txn_0000936,user_0010,DISNEY PLUS,13.82,19-05-2024,Sunday,Streaming,3,0,DISNEY PLUS,22
txn_0000937,user_0010,HBO MAX,1.54,28-05-2024,Tuesday,Streaming,3,0,HBO MAX,22
txn_0000938,user_0010,H&M #2584,126.34,20-04-2024,Saturday,Clothing,3,0,H&M,3
